Postcode,Index of Multiple Deprivation Rank,Index of Multiple Deprivation Decile,Income Rank,Income Decile,Income Score,Employment Rank,Employment Decile,Employment Score,Education and Skills Rank,Education and Skills Decile,Health and Disability Rank,Health and Disability Decile,Crime Rank,Crime Decile,Barriers to Housing and Services Rank,Barriers to Housing and Services Decile,Living Environment Rank,Living Environment Decile,IDACI Rank,IDACI Decile,IDACI Score,IDAOPI Rank,IDAOPI Decile,IDAOPI Score
CV37,25225.88888888889,8.222222222222221,25194.666666666668,8.11111111111111,0.064,26753.333333333332,8.555555555555555,0.051444444444444445,27724.555555555555,9.0,26649.333333333332,8.666666666666666,23027.11111111111,7.444444444444445,15924.0,5.222222222222222,14433.0,4.777777777777778,26843.666666666668,8.666666666666666,0.06277777777777778,25029.0,8.11111111111111,0.08888888888888888
CV4,9254.0,3.2,9608.4,3.3,0.209,10756.5,3.7,0.1659,9132.5,3.3,7246.5,2.8,11488.1,3.9,9611.0,3.4,14628.1,4.9,9465.4,3.3,0.2615,7501.2,2.8,0.29510000000000003
CV47,24559.555555555555,8.11111111111111,24883.333333333332,7.888888888888889,0.0641111111111111,24315.333333333332,8.0,0.06322222222222222,23968.88888888889,7.666666666666667,25450.88888888889,8.333333333333334,23330.666666666668,7.444444444444445,19948.222222222223,6.666666666666667,11741.444444444445,4.111111111111111,24924.88888888889,8.0,0.07444444444444445,23858.777777777777,7.888888888888889,0.09388888888888887
CV5,20944.8,6.9,21920.8,7.1,0.0819,23815.5,7.7,0.065,22870.7,7.3,14943.4,4.8,15443.0,5.1,20781.5,6.8,10904.6,3.9,22436.9,7.4,0.0996,18372.5,6.2,0.1537
CV6,8107.444444444444,3.0,8553.222222222223,3.111111111111111,0.23844444444444443,10163.111111111111,3.5555555555555554,0.15988888888888886,7364.222222222223,2.6666666666666665,7523.333333333333,2.7777777777777777,7787.666666666667,3.0,14133.111111111111,4.666666666666667,5175.0,2.0,9135.444444444445,3.111111111111111,0.29500000000000004,7281.111111111111,2.7777777777777777,0.3251111111111111
CV7,22644.8,7.2,23933.8,7.7,0.07140000000000002,23929.2,7.6,0.0645,21163.3,7.0,22634.6,7.5,19115.2,6.5,18330.2,6.1,17812.9,5.9,24664.8,7.9,0.0797,22811.3,7.3,0.1059
CV8,27333.88888888889,8.666666666666666,25796.777777777777,8.444444444444445,0.06088888888888888,27593.444444444445,8.88888888888889,0.04922222222222222,26284.555555555555,8.444444444444445,24208.777777777777,7.777777777777778,20818.555555555555,6.888888888888889,21882.555555555555,7.111111111111111,20940.333333333332,6.777777777777778,24185.11111111111,7.777777777777778,0.08677777777777779,25780.0,8.222222222222221,0.08266666666666668
CV9,13255.7,4.5,14859.6,4.8,0.14440000000000003,14571.0,5.1,0.12389999999999998,8540.7,3.1,15063.5,5.1,18969.9,6.4,17158.5,5.8,21089.2,6.6,17082.8,5.5,0.1599,14694.7,5.0,0.17629999999999996
CW1,14085.111111111111,4.666666666666667,16970.0,5.555555555555555,0.13144444444444445,17413.0,5.777777777777778,0.10511111111111111,11516.888888888889,4.111111111111111,14994.333333333334,5.0,12456.111111111111,4.222222222222222,23732.88888888889,7.666666666666667,8620.555555555555,3.3333333333333335,14967.111111111111,5.222222222222222,0.1915555555555556,18557.88888888889,6.222222222222222,0.14555555555555555
CW10,17234.555555555555,5.666666666666667,18375.88888888889,6.222222222222222,0.11177777777777775,15575.222222222223,5.222222222222222,0.11233333333333334,16557.555555555555,5.555555555555555,11584.555555555555,3.7777777777777777,24088.555555555555,7.888888888888889,24091.777777777777,7.666666666666667,15037.0,5.222222222222222,20924.0,6.666666666666667,0.1211111111111111,19417.11111111111,6.333333333333333,0.132
CW11,20354.5,6.6,20233.1,6.6,0.10279999999999997,20227.9,6.7,0.0854,20331.0,6.5,17277.2,5.7,24815.5,8.2,17663.3,6.0,16725.3,5.5,19464.0,6.5,0.13840000000000002,19735.2,6.5,0.1412
CW12,16372.3,5.6,19652.0,6.6,0.11710000000000002,17358.5,5.9,0.11240000000000001,18432.4,6.0,17677.8,5.9,15943.8,5.4,15767.1,5.2,11398.8,3.9,20317.2,6.8,0.13609999999999997,20795.4,6.7,0.13330000000000003
CW2,15747.1,5.4,17449.1,5.8,0.123,15947.8,5.4,0.1089,13151.2,4.5,14831.2,5.0,14721.3,5.0,18090.4,5.9,13648.6,4.8,15229.4,5.3,0.18880000000000002,20952.6,6.8,0.12449999999999999
CW3,23032.555555555555,7.444444444444445,24347.555555555555,7.777777777777778,0.07144444444444445,22844.777777777777,7.444444444444445,0.07122222222222223,24680.666666666668,8.11111111111111,22004.444444444445,7.444444444444445,27996.0,9.11111111111111,15262.111111111111,5.333333333333333,13299.888888888889,4.222222222222222,24921.88888888889,8.11111111111111,0.08255555555555556,24635.11111111111,8.0,0.09244444444444443
CW4,26896.8,8.6,25779.7,8.1,0.05790000000000001,25369.7,7.9,0.05740000000000001,30090.7,9.6,26263.2,8.5,31175.5,9.9,14681.6,5.0,18007.8,6.2,27536.4,8.9,0.055700000000000006,25626.5,8.4,0.0788
CW5,26513.777777777777,8.444444444444445,26849.222222222223,8.666666666666666,0.05377777777777778,24117.11111111111,7.666666666666667,0.064,27651.88888888889,9.0,22507.555555555555,7.444444444444445,27547.222222222223,9.0,19072.333333333332,6.333333333333333,17733.555555555555,5.888888888888889,27247.777777777777,8.777777777777779,0.05722222222222224,28384.666666666668,9.222222222222221,0.06533333333333334
CW6,23801.0,7.777777777777778,26250.0,8.222222222222221,0.057555555555555554,26767.555555555555,8.666666666666666,0.054,26894.0,8.666666666666666,26123.11111111111,8.444444444444445,25491.222222222223,8.444444444444445,9728.333333333334,3.5555555555555554,10074.111111111111,3.5555555555555554,27775.666666666668,8.88888888888889,0.053555555555555565,25216.11111111111,8.222222222222221,0.08566666666666668
CW7,10330.3,3.5,9898.9,3.6,0.19219999999999998,7751.1,2.9,0.16920000000000002,6591.5,2.5,8342.0,3.2,17528.8,5.9,23076.2,7.6,20450.1,6.7,10389.9,3.8,0.2509,11203.2,3.9,0.2202
CW8,24458.9,7.9,24736.3,8.1,0.0779,21417.8,7.0,0.08669999999999999,24828.8,8.0,19993.6,6.5,23839.7,7.9,21804.4,7.0,23727.2,7.7,24500.2,7.7,0.09430000000000001,26933.2,8.6,0.0777
CW9,13305.111111111111,4.555555555555555,14592.222222222223,5.111111111111111,0.15322222222222223,11974.555555555555,4.0,0.15055555555555555,12552.222222222223,4.222222222222222,12091.444444444445,3.888888888888889,18324.777777777777,6.0,20413.555555555555,6.666666666666667,13517.444444444445,4.555555555555555,14278.111111111111,4.777777777777778,0.1924444444444445,17393.444444444445,5.666666666666667,0.16066666666666662
CW98,15561.0,5.0,15361.0,5.0,0.12300000000000003,13613.0,5.0,0.11300000000000002,15183.0,5.0,12103.0,4.0,20994.0,7.0,31325.0,10.0,5683.0,2.0,11854.0,4.0,0.20800000000000002,18958.0,6.0,0.127
DA1,14222.1,4.8,15069.4,5.2,0.1617,15577.5,5.2,0.1256,12163.6,4.0,18274.7,6.1,11613.9,4.0,8753.4,3.2,18792.6,6.2,14249.5,5.0,0.21739999999999998,16379.2,5.5,0.1783
DA10,9333.8,3.4,9811.4,3.2,0.18979999999999997,11980.8,4.2,0.1346,6970.4,2.4,16553.4,5.4,1901.4,1.2,13384.4,4.6,15714.0,5.2,8801.6,3.2,0.2732,14685.2,4.8,0.1694
DA11,10679.3,3.7,11250.1,4.1,0.19060000000000002,12147.5,4.1,0.14200000000000002,9567.1,3.4,14864.8,5.1,4454.4,1.8,13677.4,4.7,14464.8,4.8,10246.6,3.7,0.2591,14616.6,4.8,0.18910000000000002
DA12,10588.5,3.7,11814.8,4.0,0.18380000000000002,12175.3,4.2,0.14450000000000002,11172.8,3.8,17824.4,6.0,2404.1,1.4,18074.4,6.0,9900.2,3.4,11874.6,3.9,0.22360000000000002,11951.4,4.2,0.26680000000000004
DA13,27188.6,8.8,26719.0,8.5,0.05439999999999999,26566.1,8.7,0.053200000000000004,22269.9,7.2,28574.1,9.3,16460.3,5.3,18875.2,6.2,25206.9,8.2,25695.6,8.3,0.0689,27687.5,8.9,0.0666
DA14,17436.1,5.8,15071.0,5.2,0.14100000000000001,18160.8,6.0,0.09809999999999999,17359.1,5.7,19669.5,6.5,16163.3,5.5,10283.8,3.6,16580.0,5.5,11991.3,4.2,0.23070000000000004,18282.2,6.1,0.1459
DA15,22402.3,7.4,20433.2,6.8,0.0895,23454.4,7.6,0.06649999999999999,17355.3,5.8,23873.2,7.9,20505.1,6.7,15062.2,4.9,16314.9,5.3,18133.9,5.9,0.1384,21123.0,7.0,0.1131
DA16,22610.1,7.1,20398.1,6.9,0.10069999999999998,22015.9,7.3,0.07680000000000001,16982.2,5.6,25541.4,8.3,16145.6,5.5,19242.6,6.2,18652.3,6.3,18856.9,6.3,0.14229999999999998,21598.2,7.1,0.1213
DA17,14718.5,5.1,12863.2,4.5,0.1587,13635.7,4.5,0.1182,12053.3,4.3,21802.9,7.3,12470.1,4.3,11976.5,4.1,17000.7,5.7,11027.4,3.8,0.2332,15583.9,5.2,0.17440000000000003
DA18,8934.5,3.3,5515.0,2.0,0.2495,6356.7,2.4,0.18289999999999998,11592.8,4.3,19707.0,6.3,8611.5,3.0,6536.4,2.6,26851.0,8.7,5974.9,2.4,0.31729999999999997,7685.5,2.8,0.26749999999999996
DA2,13485.0,4.4,15359.9,5.3,0.1369,15735.2,5.3,0.11079999999999998,11264.2,3.9,16106.1,5.4,7732.9,2.7,10079.3,3.6,16673.6,5.5,14720.4,5.0,0.18170000000000003,16700.1,5.6,0.15850000000000003
DA3,24891.1,8.1,26198.6,8.3,0.06180000000000002,26437.3,8.5,0.054799999999999995,21423.1,6.9,28883.9,9.4,14932.4,4.8,10665.6,3.9,23831.7,7.6,22323.6,7.1,0.1051,26737.4,8.5,0.0744
DA4,23580.6,7.5,23522.2,7.6,0.07129999999999999,25074.6,8.0,0.06040000000000001,21079.5,7.0,27970.4,8.9,15410.6,5.2,10714.8,3.7,21871.0,7.2,20607.2,6.8,0.1071,25283.3,8.3,0.0867
DA5,26507.5,8.5,25789.4,8.4,0.060899999999999996,25839.9,8.3,0.05800000000000001,21189.8,6.8,27663.5,8.9,19531.2,6.3,16679.3,5.5,23467.2,7.6,24019.8,8.0,0.0834,26383.8,8.4,0.076
DA6,21802.2,7.0,19691.7,6.4,0.09339999999999998,21086.7,7.1,0.0766,21700.9,7.2,26410.2,8.5,10683.1,3.8,14856.8,5.2,19874.1,6.3,16527.3,5.7,0.153,24312.6,7.7,0.0913
DA7,26342.8,8.5,23446.2,7.7,0.073,23834.8,7.6,0.0651,20499.7,6.8,26935.3,8.8,20929.9,6.8,22659.1,7.3,22675.0,7.4,21710.5,7.2,0.1028,25186.6,8.1,0.08700000000000001
DA8,10975.3,3.9,9268.7,3.5,0.1994,10485.0,3.6,0.1469,9915.8,3.6,16855.7,5.7,9939.4,3.4,8597.5,3.1,19556.7,6.3,8235.3,3.1,0.2773,13449.7,4.6,0.19280000000000003
DA9,18714.8,6.2,19434.5,6.5,0.10190000000000002,23046.7,7.7,0.0728,17426.6,5.7,23629.3,7.5,6731.7,2.6,12956.9,4.3,15991.7,5.4,16268.0,5.6,0.15689999999999998,19340.7,6.5,0.13110000000000002
DD1,,,,,,,,,,,,,,,,,,,,,,,,
DD10,,,,,,,,,,,,,,,,,,,,,,,,
DD11,,,,,,,,,,,,,,,,,,,,,,,,
DD2,,,,,,,,,,,,,,,,,,,,,,,,
DD3,,,,,,,,,,,,,,,,,,,,,,,,
DD4,,,,,,,,,,,,,,,,,,,,,,,,
DD5,,,,,,,,,,,,,,,,,,,,,,,,
DD6,,,,,,,,,,,,,,,,,,,,,,,,
DD7,,,,,,,,,,,,,,,,,,,,,,,,
DD8,,,,,,,,,,,,,,,,,,,,,,,,
DD9,,,,,,,,,,,,,,,,,,,,,,,,
DE1,2649.9,1.3,4970.4,2.0,0.2621,3233.0,1.3,0.23579999999999995,9702.0,3.3,1149.8,1.0,2156.1,1.3,10726.8,4.0,2550.6,1.3,4695.5,2.0,0.3469,2166.0,1.3,0.43310000000000004
DE11,14645.2,4.9,13838.0,4.6,0.15999999999999998,12893.0,4.4,0.1422,10891.4,3.8,12640.0,4.4,19307.5,6.3,17853.5,6.0,21836.4,7.3,13682.9,4.6,0.203,15716.0,5.4,0.16970000000000002
DE12,19580.4,6.2,18420.5,6.1,0.1071,17571.7,6.0,0.0975,15577.5,5.3,16838.2,5.5,25594.5,8.3,15594.0,5.3,18320.0,6.0,17136.9,5.7,0.1466,20041.3,6.8,0.1267
DE13,24378.3,8.0,24532.2,8.1,0.0723,24251.8,7.9,0.06700000000000002,23091.8,7.5,22278.6,7.3,25948.0,8.4,18855.9,6.3,15196.0,5.2,22274.5,7.3,0.1024,25502.0,8.4,0.09160000000000001
DE14,9609.444444444445,3.5555555555555554,10876.555555555555,3.6666666666666665,0.18411111111111114,10919.222222222223,3.6666666666666665,0.14255555555555555,7640.222222222223,2.7777777777777777,9427.666666666666,3.4444444444444446,12987.111111111111,4.444444444444445,24105.333333333332,7.888888888888889,4880.0,2.2222222222222223,12933.0,4.444444444444445,0.20411111111111113,8384.222222222223,3.111111111111111,0.2832222222222222
DE15,22164.7,7.3,23208.8,7.7,0.0799,21224.8,7.1,0.08049999999999999,20690.1,6.8,20387.1,6.7,23069.9,7.5,18975.8,6.0,16659.0,5.6,22497.0,7.5,0.1129,24138.6,7.7,0.0921
DE21,19633.7,6.7,19688.4,6.4,0.1078,19433.4,6.3,0.09200000000000001,16518.7,5.6,16595.0,5.5,15819.2,5.3,22539.9,7.4,15842.2,5.2,20432.4,6.5,0.125,17040.6,5.7,0.1606
DE22,14154.9,4.7,15335.5,5.2,0.1438,15899.7,5.3,0.11560000000000004,17073.5,5.8,10865.3,3.8,12520.1,4.3,18961.5,6.4,8696.2,3.1,13303.4,4.5,0.2225,13137.0,4.4,0.2213
DE23,10942.6,3.8,10630.4,3.7,0.2314,11207.8,3.9,0.16749999999999998,11160.7,4.1,11793.2,4.0,10839.1,3.8,13444.8,4.7,11059.9,3.9,12762.8,4.4,0.2394,10060.5,3.6,0.3127
DE24,9341.9,3.3,10676.9,3.7,0.20529999999999998,10098.3,3.5,0.15889999999999999,8129.5,2.9,9225.9,3.3,10797.0,3.8,18465.4,6.0,9122.6,3.3,11276.9,3.9,0.25989999999999996,11544.4,3.9,0.22820000000000001
DE3,26375.2,8.4,25445.2,8.1,0.0631,24406.0,8.1,0.062,26938.0,8.8,23809.8,7.7,20180.7,6.6,19192.0,6.2,20699.9,6.8,21886.1,7.3,0.1149,30138.4,9.7,0.052700000000000004
DE4,22085.0,7.222222222222222,21470.444444444445,6.888888888888889,0.10188888888888886,19680.88888888889,6.666666666666667,0.0971111111111111,20451.444444444445,6.666666666666667,19351.88888888889,6.444444444444445,27941.88888888889,9.11111111111111,17569.555555555555,5.777777777777778,16894.222222222223,5.666666666666667,22030.666666666668,7.222222222222222,0.11622222222222223,21874.88888888889,7.111111111111111,0.12533333333333335
DE45,25032.1,8.1,25229.6,7.9,0.06570000000000001,24225.6,7.8,0.065,25831.0,8.2,26159.2,8.5,29395.1,9.6,14179.6,5.0,13780.0,4.6,25216.8,8.2,0.0721,26249.1,8.5,0.0812
DE5,17028.333333333332,5.666666666666667,16589.88888888889,5.666666666666667,0.14555555555555555,15320.0,5.111111111111111,0.12344444444444444,11373.222222222223,4.111111111111111,14052.555555555555,4.888888888888889,24040.444444444445,7.777777777777778,23929.11111111111,7.777777777777778,20033.222222222223,6.777777777777778,15935.777777777777,5.333333333333333,0.1936666666666667,17788.444444444445,5.666666666666667,0.16033333333333336
DE55,10560.6,3.8,9893.1,3.5,0.1859,8405.2,3.1,0.16199999999999998,5968.9,2.3,9533.6,3.3,20871.2,6.7,25206.7,8.2,16431.8,5.5,10378.5,3.6,0.24650000000000002,11384.4,4.2,0.21230000000000002
DE56,22165.6,7.3,21889.2,7.2,0.0813,21762.5,7.2,0.0745,19334.5,6.2,21726.4,7.0,23820.3,7.5,17662.1,6.1,16146.9,5.5,22131.5,7.4,0.09740000000000001,21679.8,7.0,0.11320000000000001
DE6,20041.666666666668,6.666666666666667,23346.777777777777,7.666666666666667,0.07555555555555557,24020.333333333332,7.666666666666667,0.0651111111111111,21685.444444444445,7.0,26360.88888888889,8.333333333333334,27562.666666666668,8.88888888888889,7485.666666666667,3.0,9882.0,3.4444444444444446,23012.333333333332,7.222222222222222,0.09066666666666667,23289.222222222223,7.555555555555555,0.10333333333333333
DE65,25441.9,8.1,25170.6,8.3,0.0644,24921.3,8.1,0.06020000000000001,23290.4,7.7,23223.2,7.6,23719.5,8.0,20943.6,6.8,20111.6,6.5,23645.6,7.8,0.08880000000000002,24936.7,8.2,0.091
DE7,16209.3,5.4,15975.2,5.3,0.13179999999999997,14618.0,5.3,0.11669999999999998,14224.6,5.0,16047.1,5.4,13406.2,4.7,26279.4,8.4,12220.0,4.1,16438.6,5.4,0.1781,17877.5,6.0,0.14529999999999998
DE72,26156.555555555555,8.333333333333334,24414.444444444445,7.888888888888889,0.06922222222222223,22410.333333333332,7.333333333333333,0.07311111111111113,26337.222222222223,8.666666666666666,24687.88888888889,8.11111111111111,22513.88888888889,7.333333333333333,27380.555555555555,8.777777777777779,15977.666666666666,5.444444444444445,23879.555555555555,7.666666666666667,0.08633333333333333,25010.0,8.0,0.08711111111111111
DE73,25104.5,8.2,22622.7,7.4,0.07930000000000001,23230.4,7.8,0.06850000000000002,25374.0,8.3,21918.4,7.1,22222.6,7.1,24695.2,8.0,16898.2,5.7,23982.5,7.7,0.0836,19428.2,6.4,0.1343
DE74,19018.4,6.3,18995.4,6.1,0.11879999999999998,17801.6,6.1,0.10819999999999999,13943.4,4.6,19694.5,6.7,23139.9,7.4,14839.9,5.1,16795.1,5.4,21438.3,6.7,0.12950000000000003,17816.5,5.9,0.17099999999999999
DE75,14308.7,4.7,13767.0,4.6,0.1567,11682.9,4.1,0.1453,8803.6,3.4,14778.0,4.9,18628.3,6.1,25385.0,8.5,16333.1,5.6,13022.1,4.5,0.20949999999999996,15681.7,5.5,0.1728
DE99,629.0,1.0,556.0,1.0,0.41899999999999993,432.0,1.0,0.342,2384.0,1.0,675.0,1.0,10729.0,4.0,10297.0,4.0,5715.0,2.0,836.0,1.0,0.4960000000000001,391.0,1.0,0.5620000000000002
DG1,,,,,,,,,,,,,,,,,,,,,,,,
DG10,,,,,,,,,,,,,,,,,,,,,,,,
DG11,,,,,,,,,,,,,,,,,,,,,,,,
DG12,,,,,,,,,,,,,,,,,,,,,,,,
DG13,,,,,,,,,,,,,,,,,,,,,,,,
DG14,,,,,,,,,,,,,,,,,,,,,,,,
DG16,,,,,,,,,,,,,,,,,,,,,,,,
DG2,,,,,,,,,,,,,,,,,,,,,,,,
DG3,,,,,,,,,,,,,,,,,,,,,,,,
DG4,,,,,,,,,,,,,,,,,,,,,,,,
DG5,,,,,,,,,,,,,,,,,,,,,,,,
DG6,,,,,,,,,,,,,,,,,,,,,,,,
DG7,,,,,,,,,,,,,,,,,,,,,,,,
DG8,,,,,,,,,,,,,,,,,,,,,,,,
DG9,,,,,,,,,,,,,,,,,,,,,,,,
DH1,24712.625,8.0,27851.75,8.875,0.049625,25441.125,8.0,0.055499999999999994,28127.875,8.75,16004.0,5.375,23516.5,7.625,11366.375,4.0,27013.75,8.625,26964.125,8.75,0.05975,22603.125,7.25,0.115625
DH2,16072.9,5.4,16054.7,5.4,0.1463,13476.7,4.7,0.14040000000000002,15928.3,5.2,9684.8,3.2,21897.1,7.1,17500.9,5.7,29192.1,9.3,16682.6,5.6,0.17519999999999997,15780.7,5.3,0.18669999999999998
DH3,17138.5,5.8,15944.4,5.5,0.1372,14202.2,4.8,0.12610000000000002,19297.5,6.4,10612.4,3.6,19969.3,6.7,17976.1,6.1,28632.2,9.2,18301.9,6.2,0.1496,15185.7,5.1,0.1895
DH4,7098.5,2.6,6962.0,2.5,0.24139999999999998,4949.1,2.1,0.2202,7177.5,2.5,3184.4,1.6,16133.9,5.5,20607.8,6.8,29304.8,9.4,7772.1,2.9,0.2911,7999.5,2.9,0.2774
DH5,9405.8,3.3,9184.2,3.3,0.2105,5877.1,2.2,0.2004,10698.9,3.8,4631.0,2.1,14557.5,5.0,25294.8,8.1,30197.4,9.6,9740.5,3.4,0.2664,11630.8,4.1,0.22069999999999998
DH6,13039.5,4.5,13190.0,4.5,0.15999999999999998,8879.7,3.1,0.17429999999999998,13896.1,4.8,6711.2,2.4,14669.5,5.0,24619.1,7.9,32051.7,10.0,14230.9,5.0,0.1972,15722.9,5.3,0.1681
DH7,18268.4,6.1,17307.1,5.7,0.11950000000000001,13719.5,4.7,0.12570000000000003,19575.3,6.4,10954.8,3.8,22389.3,7.1,20958.1,6.7,28730.5,9.0,18227.1,5.9,0.13799999999999998,18432.1,6.0,0.147
DH8,14089.8,4.8,12700.4,4.4,0.16200000000000003,10087.9,3.6,0.15,15574.1,5.2,8143.4,2.9,20295.3,6.6,20849.8,6.7,28440.9,9.1,13081.7,4.4,0.1993,12847.5,4.3,0.21109999999999998
DH9,8398.8,2.9,7760.2,2.6,0.2171,6453.3,2.4,0.18530000000000002,10377.5,3.9,4793.4,2.1,9139.8,3.3,20965.9,6.9,25207.1,8.3,9529.9,3.3,0.2523,8968.6,3.0,0.2526
DH97,25092.6,8.3,22270.1,7.2,0.07909999999999999,22851.2,7.2,0.06810000000000001,28106.7,8.6,15121.3,4.9,25378.9,8.0,17560.1,5.8,29702.4,9.4,20359.2,6.5,0.1189,23603.4,7.6,0.09570000000000001
DH98,7864.3,3.1,6885.8,2.5,0.26759999999999995,5725.6,2.5,0.3731,13210.4,4.5,4138.2,1.9,28170.2,8.7,10131.5,3.5,25604.4,7.9,8327.4,2.9,0.2792,7631.7,2.8,0.3397
DH99,25092.6,8.3,22270.1,7.2,0.07909999999999999,22851.2,7.2,0.06810000000000001,28106.7,8.6,15121.3,4.9,25378.9,8.0,17560.1,5.8,29702.4,9.4,20359.2,6.5,0.1189,23603.4,7.6,0.0957
DL1,8452.0,3.2,7879.3,3.0,0.25179999999999997,6280.7,2.5,0.2197,9377.1,3.3,6522.2,2.6,9236.3,3.4,26681.7,8.7,18123.4,6.1,8269.9,2.9,0.3014,10100.2,3.7,0.2749
DL10,20321.666666666668,6.777777777777778,21752.555555555555,7.222222222222222,0.08555555555555557,20889.88888888889,6.777777777777778,0.08066666666666668,18845.0,6.333333333333333,19908.11111111111,6.777777777777778,23490.0,7.444444444444445,15453.111111111111,5.111111111111111,17337.333333333332,5.666666666666667,19731.333333333332,6.222222222222222,0.13055555555555556,23592.333333333332,7.666666666666667,0.0951111111111111
DL11,17377.6,5.8,26822.6,9.0,0.054799999999999995,26986.8,8.6,0.053000000000000005,23645.0,7.8,25211.6,8.4,30120.8,9.6,897.4,1.0,3388.8,1.6,24384.8,8.0,0.07700000000000001,26750.2,8.8,0.07399999999999998
DL12,18009.9,5.8,21845.4,7.3,0.0796,21023.3,6.9,0.07659999999999999,21719.5,7.2,16730.4,5.7,26402.0,8.3,5305.0,2.0,11569.7,4.1,24284.7,7.8,0.0795,22077.3,7.2,0.10569999999999999
DL13,14304.9,5.0,16105.4,5.3,0.12560000000000002,12976.9,4.5,0.12390000000000001,17926.2,5.6,16221.9,5.6,27106.4,8.9,10472.1,3.5,8808.2,3.2,18486.8,6.3,0.1371,17188.7,5.8,0.1514
DL14,11033.777777777777,3.7777777777777777,11134.0,3.6666666666666665,0.23611111111111116,8634.222222222223,3.2222222222222223,0.21366666666666667,13175.555555555555,4.555555555555555,6561.888888888889,2.4444444444444446,13285.777777777777,4.444444444444445,14785.222222222223,5.0,26359.666666666668,8.222222222222221,11687.888888888889,4.111111111111111,0.31699999999999995,11495.666666666666,3.7777777777777777,0.24766666666666673
DL15,10163.2,3.5,9482.0,3.5,0.21800000000000003,7075.5,2.7,0.20759999999999995,14960.2,5.1,6715.1,2.6,17852.0,5.8,15177.7,5.1,24643.3,7.9,10593.1,3.7,0.2626,10541.6,3.8,0.2424
DL16,15337.5,5.0,13918.1,4.8,0.14320000000000002,10417.8,3.6,0.14350000000000002,18213.1,6.2,10107.2,3.5,17496.4,5.7,20057.1,6.7,30907.5,9.8,14850.8,5.0,0.1739,14429.6,4.7,0.18049999999999997
DL17,9324.3,3.4,8741.3,3.4,0.21430000000000002,5678.0,2.0,0.2085,10141.5,3.6,5801.9,2.3,11478.7,4.0,25524.6,8.5,28328.6,9.1,7926.2,2.7,0.3039,11729.0,4.0,0.20929999999999999
DL2,22942.1,7.5,23517.0,7.6,0.07170000000000001,21346.6,7.0,0.07510000000000001,25884.6,8.4,19603.0,6.5,21849.5,7.2,12026.6,4.1,24382.3,7.8,24719.6,8.0,0.08040000000000001,24553.8,8.0,0.08989999999999998
DL3,15195.5,5.2,14597.5,5.0,0.16099999999999998,13169.7,4.4,0.14470000000000002,17998.3,5.9,10240.8,3.6,9907.2,3.6,27177.7,8.7,20958.9,6.8,15462.4,5.3,0.1958,15072.1,5.0,0.19
DL4,5091.0,2.2,5830.4,2.1,0.2444,3631.8,1.2,0.22690000000000002,10490.9,3.8,2143.6,1.2,3245.7,1.7,28852.6,9.1,15799.0,5.1,6324.4,2.6,0.3074,6769.8,2.6,0.28820000000000007
DL5,13239.4,4.6,12213.0,4.3,0.17099999999999999,9489.2,3.4,0.15979999999999997,13912.7,4.6,7056.3,2.6,21754.9,7.1,17268.5,5.8,32356.1,10.0,11716.5,4.1,0.23409999999999997,15228.9,5.2,0.179
DL6,23748.4,7.6,27799.4,9.1,0.0511,27389.7,9.0,0.0512,26478.9,8.6,26950.0,8.6,26726.8,8.4,7947.7,2.9,14713.5,4.9,28056.9,9.1,0.0553,28101.2,9.0,0.0662
DL7,22830.444444444445,7.444444444444445,25800.88888888889,8.222222222222221,0.059888888888888894,24356.333333333332,7.888888888888889,0.06266666666666668,22519.666666666668,7.444444444444445,23394.777777777777,7.555555555555555,28669.333333333332,9.11111111111111,9761.666666666666,3.7777777777777777,17210.222222222223,5.666666666666667,26330.222222222223,8.777777777777779,0.06455555555555556,25744.777777777777,8.222222222222221,0.08055555555555556
DL8,23449.444444444445,7.777777777777778,27329.444444444445,8.88888888888889,0.051111111111111114,28294.444444444445,9.0,0.04566666666666666,19897.222222222223,6.555555555555555,26229.444444444445,8.444444444444445,28618.11111111111,9.11111111111111,8486.777777777777,2.888888888888889,10900.222222222223,3.888888888888889,27074.444444444445,8.555555555555555,0.05866666666666666,24835.666666666668,8.0,0.08777777777777779
DL9,16703.0,5.5,20268.1,6.7,0.1125,21324.0,6.8,0.08880000000000002,9090.5,3.2,16509.4,5.7,24358.9,8.0,7189.5,2.7,27949.2,9.1,17842.2,5.9,0.16699999999999998,15465.5,5.3,0.1748
DL98,7990.0,3.0,7133.0,3.0,0.21899999999999992,5404.0,2.0,0.19399999999999998,11695.0,4.0,5730.0,2.0,7014.0,3.0,31756.0,10.0,11650.0,4.0,7589.0,3.0,0.2810000000000001,11279.0,4.0,0.20700000000000002
DN1,1421.0,1.0,2696.222222222222,1.3333333333333333,0.3267777777777777,2193.8888888888887,1.0,0.27244444444444443,1626.3333333333333,1.1111111111111112,4329.111111111111,1.8888888888888888,1791.6666666666667,1.3333333333333333,23176.333333333332,7.777777777777778,1657.888888888889,1.1111111111111112,3657.222222222222,1.5555555555555556,0.38400000000000006,5778.666666666667,2.4444444444444446,0.31233333333333335
DN10,22465.1,7.3,21617.1,6.8,0.0837,20722.0,6.7,0.08030000000000001,22425.5,7.4,19320.4,6.3,19685.5,6.9,17842.9,6.0,20901.6,6.7,22374.0,7.3,0.09790000000000001,23073.9,7.7,0.09999999999999999
