Postcode,Index of Multiple Deprivation Rank,Index of Multiple Deprivation Decile,Income Rank,Income Decile,Income Score,Employment Rank,Employment Decile,Employment Score,Education and Skills Rank,Education and Skills Decile,Health and Disability Rank,Health and Disability Decile,Crime Rank,Crime Decile,Barriers to Housing and Services Rank,Barriers to Housing and Services Decile,Living Environment Rank,Living Environment Decile,IDACI Rank,IDACI Decile,IDACI Score,IDAOPI Rank,IDAOPI Decile,IDAOPI Score
TA23,9047.3,3.3,12112.0,4.4,0.15960000000000002,10125.9,3.2,0.15249999999999997,10183.1,3.5,11197.5,4.1,21541.4,7.4,7455.7,3.0,6306.9,2.7,11210.4,4.1,0.22350000000000003,15834.2,5.2,0.16060000000000002
TA24,13512.1,4.8,16489.6,5.5,0.11680000000000001,15722.0,5.3,0.1041,10831.9,3.9,16329.9,5.4,23817.8,7.6,9908.8,3.6,8591.6,3.2,17181.2,5.9,0.1497,18663.6,6.1,0.1325
TA3,20262.7,6.8,23560.8,7.6,0.07260000000000001,22392.5,7.3,0.0717,24966.7,8.0,24583.5,7.9,27959.3,8.9,7152.6,2.7,8842.5,3.3,24238.1,7.8,0.08759999999999998,24404.4,7.9,0.09009999999999999
TA4,15795.6,5.2,24471.3,8.0,0.0692,22874.1,7.2,0.0716,20625.6,6.8,24548.1,8.1,28676.6,9.1,2883.2,1.6,3219.1,1.5,24439.3,7.9,0.08380000000000001,26033.7,8.5,0.0816
TA5,17509.8,6.0,20888.5,6.8,0.08719999999999999,20317.4,6.5,0.0819,16876.5,5.6,23541.5,7.8,25831.7,8.3,10337.7,3.9,4327.8,1.9,19494.1,6.6,0.1261,26313.7,8.6,0.07849999999999999
TA6,14253.333333333334,4.888888888888889,13531.888888888889,4.777777777777778,0.15122222222222223,13214.444444444445,4.555555555555555,0.12888888888888894,10172.888888888889,3.4444444444444446,16948.777777777777,5.555555555555555,14584.555555555555,5.111111111111111,23339.555555555555,7.555555555555555,12339.444444444445,4.444444444444445,13697.777777777777,4.666666666666667,0.20311111111111113,16617.222222222223,5.555555555555555,0.15777777777777777
TA7,18294.3,6.2,19167.5,6.5,0.1038,18581.8,6.2,0.09059999999999999,16492.5,5.5,23333.7,7.6,27937.9,9.0,11922.7,4.0,9534.6,3.5,17713.6,5.9,0.15440000000000004,21819.8,7.1,0.11040000000000001
TA8,17489.4,5.7,15382.2,5.0,0.13249999999999998,12942.4,4.4,0.1283,17228.5,5.9,15457.3,5.1,25263.4,8.1,20478.8,6.7,19318.6,6.4,17121.2,5.7,0.15020000000000003,16151.6,5.3,0.1641
TA9,18352.1,6.2,18741.0,6.3,0.1032,15809.3,5.3,0.1103,15326.3,5.4,21563.3,7.1,25770.9,8.3,15311.8,5.0,15715.3,5.3,18371.6,6.2,0.1359,21035.1,6.6,0.1155
TD1,,,,,,,,,,,,,,,,,,,,,,,,
TD10,,,,,,,,,,,,,,,,,,,,,,,,
TD11,,,,,,,,,,,,,,,,,,,,,,,,
TD12,12664.166666666666,4.0,20877.0,6.833333333333333,0.08416666666666667,16337.333333333334,5.333333333333333,0.09766666666666667,20214.666666666668,6.333333333333333,29013.666666666668,9.5,32357.166666666668,10.0,353.8333333333333,1.0,2001.3333333333333,1.0,19452.5,6.333333333333333,0.11649999999999999,23228.0,7.666666666666667,0.09716666666666668
TD13,,,,,,,,,,,,,,,,,,,,,,,,
TD14,,,,,,,,,,,,,,,,,,,,,,,,
TD15,14666.666666666666,5.0,16486.444444444445,5.666666666666667,0.12266666666666667,13937.222222222223,4.555555555555555,0.11722222222222224,15579.666666666666,5.222222222222222,20748.666666666668,6.888888888888889,25266.88888888889,8.11111111111111,13053.0,4.444444444444445,12179.0,4.111111111111111,17926.88888888889,5.888888888888889,0.14700000000000005,17295.777777777777,5.888888888888889,0.15322222222222223
TD2,,,,,,,,,,,,,,,,,,,,,,,,
TD3,,,,,,,,,,,,,,,,,,,,,,,,
TD4,,,,,,,,,,,,,,,,,,,,,,,,
TD5,,,,,,,,,,,,,,,,,,,,,,,,
TD6,,,,,,,,,,,,,,,,,,,,,,,,
TD7,,,,,,,,,,,,,,,,,,,,,,,,
TD8,,,,,,,,,,,,,,,,,,,,,,,,
TD9,,,,,,,,,,,,,,,,,,,,,,,,
TF1,12770.888888888889,4.333333333333333,12892.222222222223,4.555555555555555,0.16222222222222224,11588.555555555555,4.0,0.14122222222222225,12243.222222222223,4.333333333333333,10139.0,3.4444444444444446,11570.0,4.111111111111111,14994.222222222223,5.0,23246.666666666668,7.555555555555555,14815.333333333334,4.888888888888889,0.1906666666666667,11583.666666666666,4.222222222222222,0.21833333333333335
TF10,22414.6,7.3,23923.2,7.8,0.07270000000000001,23729.8,7.8,0.0659,22570.4,7.4,20255.6,6.7,24020.9,7.7,12607.2,4.4,20215.8,6.7,23412.1,7.7,0.08960000000000001,23041.1,7.6,0.1048
TF11,16526.222222222223,5.444444444444445,21185.555555555555,7.111111111111111,0.0882222222222222,21543.0,7.111111111111111,0.0778888888888889,20755.88888888889,6.777777777777778,23146.222222222223,7.555555555555555,16231.777777777777,5.555555555555555,5109.666666666667,2.2222222222222223,8609.444444444445,3.0,22432.222222222223,7.222222222222222,0.09433333333333332,20393.88888888889,6.555555555555555,0.128
TF12,17400.5,5.7,16401.1,5.8,0.12580000000000005,14698.9,4.8,0.11199999999999999,13102.5,4.4,16805.8,5.8,17201.7,5.7,23576.5,7.8,18752.1,5.9,18967.8,6.6,0.1238,15387.4,5.1,0.1755
TF13,18659.4,5.8,22254.7,7.6,0.07720000000000002,21821.1,6.9,0.0732,24183.1,8.1,23833.5,7.6,25836.2,8.5,6139.5,2.7,4860.3,2.1,24103.1,7.8,0.07849999999999999,22183.4,6.9,0.10329999999999999
TF2,14150.111111111111,4.777777777777778,12833.0,4.555555555555555,0.16500000000000004,12132.333333333334,4.111111111111111,0.144,12100.222222222223,4.222222222222222,9062.666666666666,3.2222222222222223,20829.11111111111,6.777777777777778,17863.11111111111,5.888888888888889,23541.0,7.555555555555555,13770.111111111111,4.555555555555555,0.19633333333333336,13036.777777777777,4.333333333333333,0.20844444444444443
TF3,11048.625,4.0,9473.125,3.625,0.24312499999999998,10282.625,3.625,0.17037500000000003,9674.5,3.625,10238.0,3.75,11746.875,4.125,14169.625,4.875,29099.75,9.125,9176.125,3.5,0.32775000000000004,11928.625,3.875,0.23225
TF4,15367.0,5.2,14209.8,4.9,0.1535,14352.8,4.9,0.12940000000000002,15117.6,5.0,10123.0,3.8,18094.3,6.0,10953.1,3.8,28708.5,9.3,14954.0,4.9,0.1804,11824.2,3.9,0.22139999999999999
TF5,24425.0,7.8,23466.0,7.5,0.07220000000000001,21143.3,6.7,0.07690000000000001,24786.1,7.9,18007.4,6.3,24017.7,7.9,16945.2,5.8,28469.5,9.0,23413.2,7.8,0.08570000000000003,25381.0,8.3,0.084
TF6,15508.4,5.1,19355.6,6.3,0.09680000000000001,20466.4,6.6,0.0802,21946.9,7.1,15950.1,5.3,27988.6,9.2,1204.0,1.1,9851.5,3.6,22158.1,7.4,0.09359999999999999,18012.4,5.7,0.14410000000000003
TF7,8833.3,3.4,7341.0,2.8,0.24369999999999997,6679.6,2.5,0.19289999999999996,9917.9,3.5,7221.6,2.7,11887.3,4.0,15059.0,5.3,25710.7,8.3,9243.4,3.5,0.2874,8396.5,2.9,0.27390000000000003
TF8,17830.8,6.1,19658.9,6.2,0.09460000000000002,19367.6,6.5,0.088,24169.8,7.9,15285.4,5.3,10973.7,4.2,11585.6,4.2,10473.6,3.8,23484.2,7.8,0.08740000000000002,16918.7,5.6,0.1459
TF9,16384.0,5.4,18627.1,6.4,0.10189999999999999,15941.0,5.2,0.1038,15507.5,5.2,17177.3,5.8,23001.5,7.6,10863.6,3.9,16820.5,5.8,17732.3,5.9,0.138,21245.8,6.8,0.1131
TN1,27190.7,8.6,25538.1,8.2,0.0623,27642.6,9.1,0.04989999999999999,29087.0,9.2,27022.5,8.5,19879.0,6.8,26501.2,8.5,11544.4,4.2,25571.8,8.2,0.07100000000000001,20881.8,6.9,0.12369999999999999
TN10,20591.4,6.6,18643.3,6.2,0.11339999999999999,16992.2,5.9,0.10389999999999999,17233.7,5.6,22147.8,7.2,18425.8,6.3,15630.3,5.4,30549.8,9.8,18026.1,6.0,0.1504,21329.7,7.0,0.1153
TN11,19775.5,6.6,18697.3,6.3,0.11670000000000003,19616.6,6.6,0.09350000000000003,18186.3,6.2,24189.0,7.8,18908.3,6.3,16635.9,5.6,21809.8,7.3,17289.5,5.8,0.17109999999999997,23167.3,7.6,0.10040000000000002
TN12,24146.0,7.888888888888889,24895.0,8.11111111111111,0.06477777777777778,27005.222222222223,8.555555555555555,0.05277777777777778,21490.777777777777,7.0,28229.333333333332,9.222222222222221,21693.0,6.888888888888889,13159.222222222223,4.555555555555555,14503.333333333334,5.111111111111111,22533.666666666668,7.222222222222222,0.093,27228.444444444445,8.777777777777779,0.07311111111111113
TN13,31085.9,9.9,28751.0,9.2,0.042,30919.9,9.8,0.033900000000000007,31412.4,10.0,31757.2,10.0,18863.5,6.4,21992.0,7.1,26396.8,8.5,29963.2,9.4,0.0361,26147.5,8.3,0.0761
TN14,22777.1,7.5,24841.0,7.9,0.0658,27064.3,8.7,0.0508,22208.1,7.3,29773.1,9.4,19237.5,6.4,7965.7,2.7,14679.1,4.8,23609.2,7.7,0.08870000000000001,26375.2,8.6,0.07780000000000001
TN15,25639.8,8.4,23430.5,7.5,0.0739,25370.2,8.0,0.0573,22677.4,7.3,28067.1,8.9,20099.7,6.6,16500.8,5.4,24010.5,7.7,23354.8,7.5,0.08969999999999999,24150.4,7.9,0.095
TN16,26150.0,8.5,25222.6,8.2,0.06589999999999999,26536.6,8.3,0.05329999999999999,21565.6,7.1,28528.1,9.0,19566.9,6.5,19307.4,6.1,19557.7,6.3,23072.1,7.5,0.09419999999999999,25894.9,8.2,0.0826
TN17,21709.6,7.2,24207.8,7.8,0.07070000000000001,26143.3,8.6,0.0558,23732.4,7.6,28321.6,9.0,23293.9,7.8,9565.7,3.3,8486.1,3.0,25289.7,8.2,0.076,22749.2,7.6,0.10520000000000003
TN18,22140.9,7.3,21403.6,7.1,0.0891,22794.0,7.2,0.0704,20176.7,6.7,26009.9,8.3,22436.0,7.6,15255.1,5.0,13689.8,4.6,21459.4,7.1,0.1123,21817.0,7.0,0.1119
TN19,21464.0,7.1,22622.3,7.3,0.07619999999999999,23700.0,7.8,0.0653,21589.0,7.0,24847.4,8.2,27511.4,9.0,13473.2,4.7,7793.7,2.7,23866.0,7.9,0.0838,22639.7,7.2,0.1045
TN2,25748.555555555555,8.333333333333334,24612.222222222223,8.0,0.07533333333333334,23660.222222222223,7.777777777777778,0.06977777777777779,22539.333333333332,7.222222222222222,25387.88888888889,8.222222222222221,22199.88888888889,7.111111111111111,20096.555555555555,6.666666666666667,24721.777777777777,8.11111111111111,25492.0,8.222222222222221,0.08322222222222223,24771.88888888889,8.0,0.09388888888888888
TN20,26885.1,8.8,27823.3,8.7,0.0498,29305.3,9.3,0.042899999999999994,23684.7,8.0,30772.7,10.0,30039.5,9.5,10015.0,3.7,18196.3,6.1,26261.2,8.5,0.06770000000000001,28470.8,9.4,0.0641
TN21,21826.6,7.1,24066.1,7.7,0.06939999999999999,25550.6,8.2,0.057699999999999994,22867.4,7.4,27438.2,9.0,28989.8,9.4,8577.0,3.2,9844.8,3.5,23956.9,7.8,0.0829,24644.7,8.0,0.0908
TN22,23551.4,7.7,25428.6,8.3,0.0648,25748.6,8.4,0.057600000000000005,21296.9,6.9,27885.9,9.0,27347.2,8.9,10345.7,3.6,17031.8,5.7,26356.4,8.5,0.0678,25801.4,8.4,0.08249999999999999
TN23,14387.2,4.8,14934.8,4.9,0.13410000000000002,15438.7,5.2,0.1082,13270.4,4.4,21419.6,7.2,9909.9,3.4,7783.1,2.8,15973.0,5.4,14850.5,5.0,0.17409999999999998,15917.9,5.5,0.1625
TN24,16867.4,5.8,14448.3,4.9,0.141,15165.6,5.0,0.11039999999999998,14648.5,5.0,20950.6,6.9,15156.1,5.2,13239.2,4.3,22090.9,7.2,13573.4,4.5,0.1951,16714.7,5.5,0.157
TN25,19676.3,6.4,20731.8,6.9,0.0901,22528.4,7.4,0.07390000000000001,18156.9,6.1,26050.8,8.5,19819.3,6.6,7681.3,2.7,16786.4,5.6,21438.7,6.9,0.1021,22673.4,7.3,0.10510000000000001
TN26,13402.9,4.3,17103.9,5.4,0.1137,15113.0,5.0,0.11120000000000001,13761.6,4.9,22191.4,7.4,20171.3,6.8,2440.8,1.4,11057.3,4.0,19908.8,6.5,0.1165,19115.7,6.2,0.13110000000000002
TN27,17854.8,6.0,20696.7,6.9,0.08779999999999999,21918.1,7.3,0.0732,17841.3,5.9,27277.0,8.8,15200.6,5.1,6995.8,2.5,10512.6,3.6,20793.1,6.7,0.10839999999999998,22289.7,7.5,0.1056
TN28,15156.0,5.4,13807.0,4.8,0.1512,11320.8,3.8,0.13340000000000002,9884.4,3.8,17693.2,5.8,15512.8,5.2,19259.0,6.6,28637.6,9.0,14826.2,5.2,0.18680000000000002,15797.8,5.4,0.175
TN29,9972.6,3.6,10205.1,3.3,0.18119999999999997,8367.8,3.2,0.15900000000000003,5300.6,2.1,13908.3,4.9,17304.6,6.0,15964.6,5.3,19235.1,6.3,10476.2,3.6,0.2404,13257.8,4.3,0.18759999999999996
TN3,25910.5,8.2,26474.7,8.7,0.055200000000000006,28917.3,9.1,0.0442,29455.9,9.5,30754.2,10.0,23912.8,7.8,7139.6,2.6,15428.8,5.1,26111.1,8.4,0.06640000000000001,25627.1,8.1,0.08049999999999999
TN30,20093.11111111111,6.666666666666667,18948.666666666668,6.333333333333333,0.0971111111111111,20772.777777777777,7.0,0.07777777777777778,15439.0,5.111111111111111,26710.333333333332,8.666666666666666,19619.666666666668,6.777777777777778,9291.444444444445,3.4444444444444446,19824.333333333332,6.555555555555555,18532.333333333332,6.111111111111111,0.1297777777777778,21603.777777777777,7.111111111111111,0.10755555555555556
TN31,20514.6,6.8,20809.1,6.9,0.09390000000000001,21387.8,7.0,0.07919999999999999,17571.4,6.1,25401.8,8.4,22401.7,7.5,15540.0,5.4,7598.2,2.8,20947.0,6.9,0.11980000000000002,23486.2,7.5,0.09890000000000002
TN32,18058.8,6.1,18350.0,6.1,0.10459999999999998,19263.8,6.2,0.0852,18470.8,6.2,23798.4,7.9,26916.8,8.8,8421.5,2.9,10156.7,3.7,18711.8,6.1,0.133,21378.9,7.1,0.11149999999999997
TN33,17322.11111111111,5.888888888888889,19190.88888888889,6.333333333333333,0.09911111111111111,20574.11111111111,6.888888888888889,0.08044444444444444,20960.0,7.0,22607.333333333332,7.444444444444445,24424.0,8.0,7795.555555555556,2.888888888888889,9416.0,3.5555555555555554,19636.777777777777,6.333333333333333,0.12122222222222222,20514.0,6.888888888888889,0.119
TN34,8312.8,3.0,9720.8,3.6,0.23040000000000002,7219.2,2.8,0.20739999999999997,9841.2,3.4,9293.6,3.4,7260.8,2.8,13058.4,4.4,9305.8,3.6,10056.2,3.8,0.2884,12396.0,4.4,0.2314
TN35,14472.2,4.7,14427.2,5.1,0.1629,13484.3,4.8,0.13199999999999998,14806.0,4.9,17158.4,5.6,18162.4,6.2,15749.4,5.2,14480.1,4.9,12907.4,4.3,0.23040000000000002,16873.5,5.8,0.17429999999999998
TN36,12763.2,4.8,12568.0,4.1,0.14839999999999998,10849.1,4.1,0.1338,11008.7,3.8,20399.6,6.9,22895.6,7.7,5032.9,2.0,13382.9,4.6,11344.8,4.0,0.21610000000000001,16534.8,6.0,0.14840000000000003
TN37,11095.1,4.0,10690.1,3.9,0.19350000000000006,9717.7,3.5,0.16970000000000002,10512.1,3.9,9848.2,3.6,18687.2,6.4,19236.5,6.4,13213.3,4.6,11783.3,4.1,0.2319,11601.1,4.2,0.22390000000000004
TN38,11014.4,3.8,11301.8,4.1,0.1871,9960.4,3.6,0.1619,11719.6,4.1,11473.4,4.1,13018.4,4.4,12370.7,4.3,14896.4,5.2,11032.4,3.8,0.2546,13883.1,4.8,0.1936
TN39,16023.111111111111,5.444444444444445,14352.555555555555,5.0,0.17822222222222223,11387.555555555555,4.0,0.16388888888888886,11349.888888888889,4.111111111111111,16709.88888888889,5.666666666666667,22025.88888888889,7.111111111111111,23004.444444444445,7.333333333333333,23780.666666666668,7.666666666666667,13354.888888888889,4.444444444444445,0.22266666666666668,18155.555555555555,6.0,0.1647777777777778
TN4,25973.2,8.3,25674.2,8.1,0.0605,27085.9,8.6,0.051500000000000004,27136.5,8.7,28514.0,9.2,17608.4,5.8,22181.1,7.3,17039.7,5.9,24611.1,8.0,0.081,25361.5,8.1,0.0804
TN40,9944.8,3.2,8565.2,3.2,0.20359999999999995,7333.9,2.8,0.18009999999999998,11588.7,4.2,9402.6,3.1,18668.9,6.0,18865.7,5.9,12801.1,4.5,7895.7,2.8,0.29240000000000005,12510.1,4.5,0.19479999999999997
TN5,25282.7,8.0,27422.1,8.7,0.0523,28555.2,9.2,0.045899999999999996,25978.2,8.5,29062.7,9.2,26097.6,8.3,7693.5,3.0,14121.4,5.1,27777.9,9.0,0.055600000000000004,26950.0,8.6,0.0746
TN6,27890.1,8.8,25908.5,8.5,0.059899999999999995,27521.8,8.9,0.0503,22279.3,7.3,27825.8,8.9,26362.1,8.7,17306.7,5.8,25014.6,8.0,24977.5,8.1,0.07470000000000002,25253.9,8.1,0.08610000000000001
TN7,21136.2,6.7,25662.0,8.2,0.06139999999999999,27683.3,8.8,0.0502,24114.3,7.8,29417.3,9.6,22159.2,7.2,4134.6,1.8,11247.7,3.8,24369.3,7.7,0.0792,25703.0,8.4,0.0822
TN8,20897.3,7.1,23958.1,7.7,0.0711,24975.1,8.0,0.059899999999999995,21399.2,7.0,28874.7,9.2,12593.2,4.3,11361.4,4.1,13841.0,4.6,24034.5,7.7,0.08499999999999999,24828.4,8.0,0.08750000000000001
TN9,24330.9,7.8,21270.2,7.1,0.086,23255.6,7.5,0.06899999999999999,23951.7,7.8,24822.0,8.1,15345.3,5.4,25312.3,8.1,19052.2,6.2,21941.0,7.0,0.10369999999999999,19254.7,6.3,0.13079999999999997
TQ1,8509.9,3.1,8879.6,3.1,0.21910000000000002,6464.8,2.7,0.2049,14003.2,4.6,6386.5,2.4,11296.6,3.9,21358.5,7.1,8613.9,3.2,11961.5,4.2,0.2212,10642.5,3.8,0.24569999999999997
TQ10,17385.3,5.7,16087.9,5.3,0.12279999999999999,17893.6,6.0,0.09349999999999999,24110.0,7.8,20617.9,6.8,20815.6,6.9,19576.5,6.2,9609.4,3.5,18509.7,6.2,0.1366,18979.4,6.4,0.13099999999999998
TQ11,14046.6,4.8,15370.6,5.3,0.13340000000000002,17245.2,5.7,0.0972,19888.4,6.4,21556.4,6.8,19847.2,6.4,12726.1,4.7,4305.6,1.8,17501.3,5.5,0.158,17654.6,5.9,0.1467
TQ12,16986.1,5.8,17897.8,5.9,0.11610000000000001,17918.0,5.8,0.0995,19358.9,6.5,19403.9,6.3,19201.8,6.3,14639.8,4.9,10898.7,3.7,18871.6,6.2,0.13810000000000003,17635.3,5.8,0.16230000000000003
TQ13,18429.3,6.2,19832.1,6.5,0.0911,21565.0,7.0,0.0748,22822.0,7.4,24724.5,7.9,26853.0,8.9,14361.7,4.9,3619.8,1.5,20054.0,6.8,0.1106,22696.1,7.3,0.1024
TQ14,21171.1,7.1,18663.3,6.1,0.1105,15529.8,5.0,0.10880000000000001,22038.0,7.4,21011.5,7.0,24704.9,7.9,17750.8,5.9,20796.2,6.7,19267.3,6.5,0.1411,20934.7,6.8,0.122
TQ2,11130.0,4.0,10470.3,3.6,0.2279,9081.5,3.5,0.2069,13126.3,4.3,9351.5,3.4,10171.5,3.8,21614.3,7.1,12290.7,4.3,10708.3,3.8,0.2853,12700.5,4.4,0.2274
TQ3,11134.0,4.0,10704.9,3.9,0.1955,8465.5,3.2,0.1845,10974.4,3.9,10574.3,4.0,12143.0,4.1,23479.8,7.6,12408.0,4.4,12242.0,4.0,0.2284,11929.6,4.2,0.22200000000000003
TQ4,17162.3,5.8,16730.5,5.7,0.1315,13865.1,4.6,0.1291,16418.8,5.5,12271.9,4.3,18038.2,5.9,23551.0,7.6,17730.1,5.9,17758.5,5.9,0.1508,17427.9,5.8,0.1618
TQ5,11757.8,4.3,11175.8,3.9,0.17470000000000002,8851.0,3.0,0.1595,13893.8,4.7,10452.8,3.5,18581.5,6.1,23949.7,7.8,10009.6,3.6,13058.5,4.6,0.2076,13213.6,4.5,0.19599999999999998
TQ6,19275.4,6.2,20837.8,7.0,0.086,20750.6,7.2,0.0784,22428.0,7.2,24651.8,8.0,23067.6,7.6,13660.0,4.8,5762.2,2.2,19315.2,6.4,0.1196,23417.6,7.4,0.09819999999999998
TQ7,16116.7,5.4,18879.2,6.1,0.0993,19140.6,6.4,0.088,21221.4,7.1,25566.0,8.2,27191.9,8.6,5142.1,2.1,6534.6,2.4,19956.3,6.7,0.1162,22023.8,7.2,0.10900000000000001
TQ8,26409.2,8.7,20890.6,6.9,0.0842,24713.2,7.9,0.0611,23121.2,8.0,23413.5,8.0,27395.5,8.8,28996.1,9.4,15456.0,5.6,25611.0,7.9,0.06870000000000001,20253.7,7.0,0.1169
TQ9,17129.2,5.8,17512.3,5.8,0.11199999999999999,18427.9,6.2,0.0933,23895.0,7.9,23309.7,7.6,25972.5,8.2,10537.2,3.8,7972.3,3.0,19781.7,6.5,0.1199,20298.1,6.7,0.1217
TR1,18537.625,6.125,16623.25,5.5,0.11624999999999999,16824.75,5.375,0.09749999999999999,25396.75,8.375,16410.125,5.75,23801.625,7.75,14829.375,5.0,10897.875,3.75,16219.0,5.5,0.15225,18363.875,6.25,0.14200000000000002
TR10,16294.4,5.5,18507.2,6.1,0.10640000000000001,19675.1,6.5,0.08460000000000001,18616.7,6.2,19010.3,6.3,25500.4,8.4,5466.4,2.0,7072.0,2.8,15431.5,5.2,0.16450000000000004,18023.8,6.2,0.1358
TR11,14125.875,4.875,16330.25,5.375,0.13137500000000002,15954.5,5.625,0.109875,17277.75,5.875,13672.375,4.625,16701.875,5.5,13786.375,5.125,5574.375,2.5,14308.625,4.75,0.1955,15388.625,5.0,0.187375
TR12,13252.5,4.6,16329.6,5.4,0.1183,16812.8,5.5,0.0991,21150.8,7.1,19046.3,6.4,30222.6,9.5,7121.8,2.6,1007.1,1.0,17814.9,5.8,0.13440000000000002,16891.7,5.8,0.14700000000000002
TR13,12716.0,4.4,16239.5,5.3,0.1226,15581.9,5.4,0.1075,15001.8,5.2,18815.8,6.4,22386.4,7.4,8118.6,3.0,6775.1,2.7,18114.0,6.1,0.14250000000000002,16588.4,5.8,0.1553
TR14,4686.0,2.0,5790.111111111111,2.4444444444444446,0.257,4766.666666666667,2.0,0.21966666666666665,10877.777777777777,3.888888888888889,4594.111111111111,2.0,8973.0,3.3333333333333335,13234.555555555555,4.666666666666667,2037.4444444444443,1.1111111111111112,7139.222222222223,2.7777777777777777,0.30522222222222223,7865.111111111111,3.0,0.27955555555555556
TR15,11146.2,3.9,12896.6,4.3,0.15230000000000002,10672.1,3.7,0.1437,14301.7,4.9,11041.9,4.0,12828.7,4.5,16428.5,5.4,5618.8,2.2,15813.1,5.3,0.1606,13357.5,4.6,0.18689999999999998
TR16,10974.3,3.8,11979.5,4.0,0.1717,9769.7,3.4,0.1561,13833.4,4.6,9986.8,3.6,18902.1,6.3,15800.3,5.2,7843.3,2.9,15336.6,5.1,0.18,11985.6,4.2,0.22020000000000003
TR17,9635.0,3.0,10131.0,4.0,0.17500000000000002,9927.0,4.0,0.141,13928.0,5.0,16419.0,5.0,24657.0,8.0,8111.0,3.0,867.0,1.0,11119.0,4.0,0.21899999999999992,14634.0,5.0,0.16799999999999998
TR18,6595.2,2.7,7398.3,2.8,0.2433,5605.9,2.2,0.21369999999999995,14152.3,4.8,9313.9,3.3,9988.4,3.5,12879.6,4.4,3234.8,1.6,9777.2,3.6,0.27569999999999995,9446.0,3.4,0.2552
TR19,11545.3,4.0,14018.6,4.5,0.1375,14261.7,5.0,0.11510000000000001,20978.9,7.2,19261.7,6.6,24216.9,8.1,7968.2,2.9,361.9,1.0,14675.9,5.0,0.1755,16191.3,5.2,0.15319999999999998
TR2,15028.222222222223,5.111111111111111,19271.777777777777,6.444444444444445,0.09466666666666666,20241.333333333332,6.444444444444445,0.0801111111111111,22804.777777777777,7.555555555555555,18768.222222222223,6.111111111111111,29717.0,9.444444444444445,7329.111111111111,2.7777777777777777,2108.1111111111113,1.3333333333333333,19874.333333333332,6.333333333333333,0.1158888888888889,19818.0,6.333333333333333,0.12066666666666664
TR20,12176.4,4.2,15864.6,5.2,0.1197,14911.2,5.2,0.1055,22100.1,7.3,18531.2,6.1,27831.8,8.9,5427.6,2.2,754.6,1.0,20601.2,6.7,0.1091,15715.4,5.1,0.1593
TR21,21789.0,7.0,31752.0,10.0,0.028000000000000004,32155.0,10.0,0.027000000000000003,28521.0,9.0,32663.0,10.0,25892.0,8.0,8811.0,3.0,346.0,1.0,32614.0,10.0,0.013000000000000001,28823.0,9.0,0.06299999999999999
TR22,21789.0,7.0,31752.0,10.0,0.028000000000000004,32155.0,10.0,0.027000000000000003,28521.0,9.0,32663.0,10.0,25892.0,8.0,8811.0,3.0,346.0,1.0,32614.0,10.0,0.013000000000000001,28823.0,9.0,0.06299999999999999
TR23,21789.0,7.0,31752.0,10.0,0.028000000000000004,32155.0,10.0,0.027000000000000003,28521.0,9.0,32663.0,10.0,25892.0,8.0,8811.0,3.0,346.0,1.0,32614.0,10.0,0.013000000000000001,28823.0,9.0,0.06299999999999999
TR24,21789.0,7.0,31752.0,10.0,0.028000000000000004,32155.0,10.0,0.027000000000000003,28521.0,9.0,32663.0,10.0,25892.0,8.0,8811.0,3.0,346.0,1.0,32614.0,10.0,0.013000000000000001,28823.0,9.0,0.06299999999999999
TR25,21789.0,7.0,31752.0,10.0,0.028000000000000004,32155.0,10.0,0.027000000000000003,28521.0,9.0,32663.0,10.0,25892.0,8.0,8811.0,3.0,346.0,1.0,32614.0,10.0,0.013000000000000001,28823.0,9.0,0.06299999999999999
TR26,13903.888888888889,4.888888888888889,15499.333333333334,5.0,0.12611111111111112,14354.444444444445,4.666666666666667,0.11088888888888887,18720.666666666668,6.111111111111111,19058.666666666668,6.333333333333333,21313.666666666668,7.0,11560.777777777777,3.7777777777777777,4665.111111111111,2.2222222222222223,18375.0,6.0,0.13322222222222224,15822.0,5.222222222222222,0.1631111111111111
TR27,11357.5,4.0,13060.2,4.4,0.1598,11909.6,4.1,0.1388,14687.9,4.9,15311.2,5.1,20235.9,6.8,7763.1,2.7,5960.9,2.3,15724.0,5.2,0.1754,13692.9,4.6,0.19269999999999998
TR3,19097.7,6.4,23171.9,7.5,0.0756,21467.8,7.3,0.0772,25787.8,8.3,23650.2,7.7,29380.3,9.5,7687.3,2.9,7236.2,2.8,24041.0,7.9,0.08420000000000001,24593.9,7.9,0.089
TR4,13432.9,4.6,16619.1,5.6,0.1137,17186.2,5.8,0.09319999999999999,21469.4,6.9,17676.9,5.9,25174.4,8.3,6634.9,2.7,1207.0,1.0,21465.3,7.1,0.10729999999999999,15345.8,5.2,0.1629
TR5,16547.222222222223,5.888888888888889,21345.11111111111,6.777777777777778,0.083,20128.222222222223,6.777777777777778,0.08,30152.333333333332,9.777777777777779,20613.88888888889,6.777777777777778,25419.333333333332,8.0,7049.888888888889,2.5555555555555554,1018.6666666666666,1.0,28399.88888888889,8.777777777777779,0.05144444444444444,18574.88888888889,5.777777777777778,0.13144444444444445
